,movienames,movieinfo,movietag,movierate,movieid
4099,无间道 無間道,"{'类型': [' 剧情 ', ' 悬疑 ', ' 犯罪'], '主演': [' 刘德华 ', ' 梁朝伟 ', ' 黄秋生 ', ' 曾志伟 ', ' 郑秀文 ', ' 陈慧琳 ', ' 陈冠希 ', ' 余文乐 ', ' 杜汶泽 ', ' 林家栋 ', ' 萧亚轩更多...'], '上映日期': ' 2003-09-05(中国大陆) / 2002-12-12(香港)', '编剧': ' 麦兆辉 / 庄文强', '语言': [' 粤语'], '制片国家/地区': ' 香港', '导演': ' 101分钟 / 97分钟(导演剪辑版)'}","['香港', '警匪', '黑帮', '经典', '动作', '犯罪', '剧情', '中国']",9.0,54078
4100,钟馗伏魔：雪妖魔灵,"{'类型': [' 动作 ', ' 爱情 ', ' 奇幻'], '主演': [' 陈坤 ', ' 李冰冰 ', ' 赵文瑄 ', ' 杨子姗 ', ' 包贝尔 ', ' 吉克隽逸更多...'], '上映日期': ' 2015-02-19(中国大陆)', '编剧': ' 赵天宇 / 秦溱 / 沈诗棋 / 李洁 / 金镭 / 张唤唤', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆 / 香港 / 美国', '导演': ' 鲍德熹 / 赵天宇'}","['魔幻', '奇幻', '烂片', '2015', '古装', '中国大陆', '爱情', '动作']",4.2,54079
4101,帝国的毁灭 Der Untergang,"{'类型': [' 剧情 ', ' 传记 ', ' 历史 ', ' 战争'], '主演': [' 布鲁诺·甘茨 ', ' 茱莉安·柯勒 ', ' 乌尔里希·马特斯 ', ' 亚历山德拉·玛丽亚·拉娜 ', ' 科琳娜·哈弗奇 ', ' 克里斯蒂安·贝克尔 ', ' 托马斯·克莱舒曼 ', ' 海诺·费尔希 ', ' 马蒂亚斯·哈比希 ', ' 米歇尔·门德尔 ', ' 安德烈·赫尼克 ', ' 乌尔里希·诺登 ', ' 比吉特·米尼希迈尔 ', ' 罗夫·凯尼斯 ', ' 尤斯图斯·冯·多赫南伊 ', ' 克里斯蒂安·雷德尔 ', ' 戈兹·奥托 ', ' 托马斯·蒂梅 ', ' 杰拉德·亚历山大·海德 ', ' Dieter Mann ', ' Thomas Limpinsel更多...'], '上映日期': ' 2004-09-08(德国)', '编剧': ' 贝尔恩德·艾辛格 / 约阿希姆·费斯特 / Melissa Müller', '语言': [' 德语 ', ' 俄语'], '制片国家/地区': ' 德国 / 意大利 / 奥地利', '导演': ' 奥利弗·西斯贝格'}","['德国', '二战', '希特勒', '战争', '历史', '德国电影', '纳粹', '2004']",8.6,54080
4102,我们这一天 第二季 This Is Us Season 2,"{'类型': [' 剧情 ', ' 家庭'], '主演': [' 斯特林·K·布朗 ', ' 曼迪·摩尔 ', ' 克丽丝·梅斯 ', ' 贾斯汀·哈特雷 ', ' 苏珊·卡莱布·沃森 ', ' 米洛·文堤米利亚 ', ' 克里斯·沙利文 ', ' 亚利桑德拉·布莱肯瑞吉 ', ' 乔·胡尔特拉斯 ', ' 西尔维斯特·史泰龙 ', ' 尼尔斯·菲奇 ', ' 罗恩·彼得·琼斯 ', ' 洛根·施罗耶 ', ' 汉娜·蔡勒 ', ' 麦肯齐·汉奇恰克 ', ' 帕克·贝茨 ', ' 厄里斯·贝克 ', ' 朗尼·查维斯 ', ' 费滋·赫尔曼 ', ' 利丽克·罗斯更多...'], '编剧': ' 丹·福格尔曼', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 肯·奥林 / 约翰·福滕贝里 / 格伦·费卡拉 / 约翰·里夸 / 雷吉娜·金'}","['美剧', '家庭', '温情', '暖心', '生活', '美国', '2017', '电视剧']",9.5,54081
4103,孔雀,"{'类型': [' 剧情 ', ' 家庭'], '主演': [' 张静初 ', ' 冯瓅 ', ' 吕聿来 ', ' 黄梅莹 ', ' 刘冠成 ', ' 安静 ', ' 于小伟更多...'], '上映日期': ' 2005-02-18(中国大陆)', '编剧': ' 李樯', '语言': [' 汉语普通话 ', ' 晋语'], '制片国家/地区': ' 中国大陆', '导演': ' 顾长卫'}","['顾长卫', '文艺', '张静初', '孔雀', '中国电影', '青春', '大陆', '中国']",7.9,54082
4104,艺伎回忆录 Memoirs of a Geisha,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 章子怡 ', ' 渡边谦 ', ' 杨紫琼 ', ' 巩俐 ', ' 周采芹 ', ' 大后寿寿花 ', ' 桃井薰 ', ' 役所广司 ', ' 伊川东吾 ', ' 工藤夕贵 ', ' 田川洋行更多...'], '上映日期': ' 2005-12-10(日本)', '编剧': ' 罗宾·史威考德 / 亚瑟·高登', '语言': [' 英语 ', ' 日语'], '制片国家/地区': ' 美国', '导演': ' 罗伯·马歇尔'}","['章子怡', '日本', '美国', '巩俐', '文艺', '爱情', '杨紫琼', '美国电影']",7.1,54083
4105,登堂入室 Dans la maison,"{'类型': [' 剧情 ', ' 悬疑'], '主演': [' 法布莱斯·鲁奇尼 ', ' 恩斯特·吴默埃 ', ' 克里斯汀·斯科特·托马斯 ', ' 艾玛纽尔·塞尼耶 ', ' 德尼·梅诺谢 ', ' 巴斯蒂安·乌盖托 ', ' 让-弗朗索瓦·巴尔梅 ', ' 友兰达·梦露更多...'], '上映日期': ' 2012-10-10(法国)', '编剧': ' 胡安·梅约加 / 弗朗索瓦·欧容', '语言': [' 法语'], '制片国家/地区': ' 法国', '导演': ' 弗朗索瓦·欧容'}","['法国', '悬疑', '剧情', '心理', '人性', '文艺', '2012', '成长']",8.5,54084
4106,寒战 寒戰,"{'类型': [' 剧情 ', ' 动作 ', ' 犯罪'], '主演': [' 郭富城 ', ' 梁家辉 ', ' 李治廷 ', ' 彭于晏 ', ' 杨采妮 ', ' 马伊琍 ', ' 林家栋 ', ' 安志杰 ', ' 钱嘉乐 ', ' 尹子维 ', ' 王敏德  ', ' 黄芝琪 ', ' 郑欣宜 ', ' 文峰 ', ' 贾晓晨 ', ' 刘德华 ', ' 何华超更多...'], '上映日期': ' 2012-11-08(中国大陆/香港)', '编剧': ' 梁乐民 / 陆剑青', '语言': [' 粤语 ', ' 汉语普通话'], '制片国家/地区': ' 香港 / 中国大陆', '导演': ' 梁乐民 / 陆剑青'}","['警匪', '犯罪', '悬疑', '2012', '动作', '剧情', '帅哥', '人性']",7.4,54085
4107,盗日者 太陽を盗んだ男,"{'类型': [' 动作 ', ' 惊悚 ', ' 犯罪'], '主演': [' 泽田研二 ', ' 菅原文太 ', ' 池上季实子'], '上映日期': ' 1979-10-06', '编剧': ' 长谷川和彦 / Leonard Schrader', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 长谷川和彦'}","['日本', '长谷川和彦', '犯罪', '日本电影', '1979', '1970s', '沢田研二', '电影']",8.0,54086
4108,火蓝刀锋,"{'类型': [' 剧情 ', ' 动作 ', ' 悬疑 ', ' 战争'], '主演': [' 杨志刚 ', ' 郑凯 ', ' 白威 ', ' 赫子铭 ', ' 刘思言 ', ' 王强 ', ' 樊昊仑 ', ' 许松霆 ', ' 刘硕 ', ' 李依玲更多...'], '编剧': ' 冯骥 / 徐速', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 张国庆'}","['海军陆战队', '军旅', '国产电视剧', '电视剧', '搞笑', '看过的电视剧', '华语标签', '杨志刚']",7.8,54087
4109,绝命毒师  第二季 Breaking Bad Season 2,"{'类型': [' 剧情 ', ' 犯罪'], '主演': [' 布莱恩·科兰斯顿 ', ' 亚伦·保尔 ', ' 安娜·冈 ', ' 克里斯滕·里特 ', ' 迪恩·诺里斯'], '编剧': ' 文斯·吉里根', '语言': [' 英语 ', ' 西班牙语'], '制片国家/地区': ' 美国', '导演': ' 亚当·伯恩斯坦 / 米歇尔·麦克拉伦 / 布莱恩·科兰斯顿 / 查尔斯·海德 / 泰瑞·麦克多诺 / 约翰·达尔 / 乔韩·瑞克 / 彼得·梅达克 / 费利克斯·恩里克斯·阿尔科拉 / 菲尔·亚伯拉罕 / 科林·巴克西'}","['美剧', '犯罪', '毒品', '美国', 'AMC', '剧情', '电视剧', '2009']",9.0,54088
4110,下流祖父 Dirty Grandpa,"{'类型': [' 喜剧'], '主演': [' 罗伯特·德尼罗 ', ' 扎克·埃夫隆 ', ' 奥布瑞·普拉扎 ', ' 佐伊·达奇 ', ' 朱莉安·浩夫 ', ' 德蒙特·莫罗尼 ', ' 亚当·佩里 ', ' 杰森·曼兹沃克斯 ', ' 布兰登·史密斯 ', ' 亨利·泽布罗夫斯基 ', ' 尤金娜·库日敏娜 ', ' 莫·柯林斯 ', ' 杰克·皮克金更多...'], '上映日期': ' 2016-01-22(美国)', '编剧': ' 约翰·菲利普斯', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 丹·马泽'}","['喜剧', '美国', '搞笑', '2016', '罗伯特.德尼罗', '公路', '温情', '人生']",6.3,54089
4111,玉子爱情故事 たまこラブストーリー,"{'类型': [' 喜剧 ', ' 爱情 ', ' 动画'], '主演': [' 洲崎绫 ', ' 田丸笃志 ', ' 金子有希 ', ' 长妻树里 ', ' 山下百合恵'], '上映日期': ' 2014-04-26(日本)', '编剧': ' 吉田玲子', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 山田尚子'}","['日本', '动画', '爱情', '青春', '剧场版', '动漫', '治愈', '2014']",8.3,54090
4112,食品科技 第一季 Food Tech,"{'制片国家/地区': ' 美国', '类型': [' 纪录片'], '主演': [' Bobby Bognar'], '语言': [' 英语'], '导演': ' Jason Harper / Joe Dea'}","['纪录片', '美国', '食物', '美食', '食品', 'food', 'tech', '2010']",8.6,54091
4113,坏妈妈的圣诞节 A Bad Moms Christmas,"{'类型': [' 喜剧'], '主演': [' 米拉·库尼斯 ', ' 克里斯汀·贝尔 ', ' 凯瑟琳·哈恩 ', ' 克里斯汀·芭伦斯基 ', ' 苏珊·萨兰登 ', ' 切瑞·海恩斯 ', ' 杰伊·埃尔南德斯 ', ' 贾斯汀·哈特雷 ', ' 彼得·盖勒 ', ' 乌娜·劳伦斯 ', ' 恩杰伊·安东尼 ', ' 莱尔·布罗卡托 ', ' 婉妲·塞克丝 ', ' 克里斯蒂娜·艾伯盖特 ', ' 凯德·曼斯菲尔德·库克西 ', ' 肯尼·基 ', ' 帕特里克·R·沃克 ', ' 库尔特·岳更多...'], '上映日期': ' 2017-11-01(美国)', '编剧': ' 乔恩·卢卡斯 / 斯科特·摩尔', '语言': [' 英语'], '制片国家/地区': ' 美国 / 中国大陆', '导演': ' 乔恩·卢卡斯 / 斯科特·摩尔'}","['喜剧', '美国', '2017', '圣诞电影', '圣诞', '家庭', 'Theater', '2017观影']",6.3,54092
4114,欲望都市 Sex and the City,"{'类型': [' 剧情 ', ' 喜剧 ', ' 爱情'], '主演': [' 莎拉·杰茜卡·帕克 ', ' 金·凯特罗尔 ', ' 克里斯汀·戴维斯 ', ' 辛西娅·尼克松 ', ' 詹妮弗·哈德森 ', ' 克里斯·诺斯 ', ' 坎迪斯·伯根更多...'], '上映日期': ' 2008-05-30(美国)', '编剧': ' 迈克尔·帕特里克·金 / 坎迪斯·布什奈尔', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 迈克尔·帕特里克·金'}","['美国', '爱情', '时尚', '女性', '友情', '喜剧', '2008', '女人']",7.7,54093
4115,疾速追杀 John Wick,"{'类型': [' 动作 ', ' 惊悚 ', ' 犯罪'], '主演': [' 基努·里维斯 ', ' 迈克尔·恩奎斯特 ', ' 阿尔菲·艾伦 ', ' 威廉·达福 ', ' 迪恩·文特斯 ', ' 阿德琳妮·帕里奇 ', ' 奥默·巴尼亚 ', ' 托比·莱昂纳德·摩尔 ', ' 丹尼尔·伯哈特 ', ' 布丽姬·穆娜 ', ' 约翰·雷吉扎莫 ', ' 伊恩·麦柯肖恩 ', ' 布里吉特·瑞根 ', ' 兰斯·莱迪克 ', ' 基思·雅各 ', ' 托马斯·萨多斯基 ', ' 克拉克·彼得斯 ', ' 兰德尔·杜克·金 ', ' 凯文·纳什 ', ' 大卫·帕特里克·凯利 ', ' 波·沙都 ', ' 纳迪娅·凯 ', ' 凡妮莎·万德·普卢姆更多...'], '上映日期': ' 2014-09-19(奥斯汀奇幻电影节) / 2014-10-24(美国)', '编剧': ' 德里克·科尔斯塔', '语言': [' 英语 ', ' 俄语 ', ' 匈牙利语'], '制片国家/地区': ' 美国 / 中国大陆', '导演': ' 大卫·雷奇 / 查德·史塔赫斯基'}","['动作', '美国', '暴力', '犯罪', '杀手', '黑帮', '2014', '基努李维斯']",7.1,54094
4116,情遇曼哈顿,"{'类型': [' 喜剧 ', ' 爱情'], '主演': [' 王丽坤 ', ' 高以翔 ', ' 李媛 ', ' 王传君'], '上映日期': ' 2017-10-13(中国大陆)', '编剧': ' 李巨源', '语言': [' 汉语普通话 ', ' 英语'], '制片国家/地区': ' 中国大陆', '导演': ' 李巨源'}","['爱情', '喜剧', '2017', '烂片', '国产', '中国', '大陆', '内地']",3.9,54095
4117,葬礼上的死亡 Death at a Funeral,"{'类型': [' 喜剧'], '主演': [' 马修·麦克费登 ', ' 凯莉·霍威 ', ' 安迪·尼曼 ', ' 艾文·布莱纳 ', ' 黛西·唐洛范 ', ' 艾伦·图代克 ', ' 珍·爱舍 ', ' 克里斯·马歇尔 ', ' 鲁珀特·格雷夫斯 ', ' 皮特·沃恩 ', ' 托马斯 惠特利 ', ' 皮特·艾甘 ', ' 彼特·丁拉基 ', "" Brendan O'Hea "", ' Jeremy Booth更多...'], '上映日期': ' 2007-07-19(德国)', '编剧': ' 迪恩·克雷格', '语言': [' 英语'], '制片国家/地区': ' 英国 / 美国 / 德国 / 荷兰', '导演': ' 弗兰克·奥兹'}","['黑色幽默', '英国', '喜剧', '2007', '葬礼上的死亡', '剧情', '黑色', '美国']",8.1,54096
4118,27个遗失的吻 27 Missing Kisses,"{'类型': [' 剧情 ', ' 喜剧 ', ' 爱情'], '主演': [' 尼莎·库察尼婕 ', ' 叶甫根尼·希迪金 ', ' Shalva Iashvili'], '上映日期': ' 2001-04-16', '编剧': ' 娜娜·裘杨兹 / 伊拉克里·柯维利卡泽 / 皮埃尔·里夏尔 / 阿马利娅·莫尔德维诺娃 / Levan Uchaneishvili / Davit Gogibedashvili', '语言': [' 格鲁吉亚语 ', ' 俄语 ', ' 法语 ', ' 英语'], '制片国家/地区': ' 英国 / 法国 / 德国 / 格鲁吉亚', '导演': ' 娜娜·裘杨兹'}","['俄罗斯', '青春', '爱情', '27个遗失的吻', '俄罗斯电影', '情色', '电影', '格鲁吉亚']",7.8,54097
4119,纸牌屋 第一季 House of Cards Season 1,"{'类型': [' 剧情'], '主演': [' 凯文·史派西 ', ' 罗宾·怀特 ', ' 凯特·玛拉 ', ' 迈克尔·凯利 ', ' 克里斯汀·康奈利 ', ' 寇瑞·斯托尔 ', ' 沙基纳·贾弗里 ', ' 何家蓓 ', ' 康斯坦斯·齐默 ', ' 马赫沙拉·阿里 ', ' 瑞秋·布罗斯纳安 ', ' 雷格·E·凯蒂更多...'], '编剧': ' 鲍尔·威利蒙 / 迈克尔·多布斯', '语言': [' 英语 ', ' 汉语普通话'], '制片国家/地区': ' 美国', '导演': ' 大卫·芬奇 / 詹姆斯·弗雷 / 卡尔·弗兰克林 / 乔·舒马赫 / 艾伦·考特勒 / 查尔斯·麦克道格'}","['美剧', '政治', '大卫·芬奇', '美国', 'KevinSpacey', '剧情', '电视剧', '2013']",9.2,54098
4120,睡在我上铺的兄弟,"{'类型': [' 喜剧 ', ' 爱情'], '主演': [' 陈晓 ', ' 杜天皓 ', ' 刘芮麟 ', ' 李现 ', ' 吴优 ', ' 蓝盈莹 ', ' 姚蜜 ', ' 王啸坤 ', ' 蒋雪鸣更多...'], '编剧': ' 史倩 / 陈倩 / 周葵 / 苏阳', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 张琦'}","['青春', '校园', '网络剧', '兄弟情', '搞笑', '陈晓', '2016', '看过的电视剧']",7.3,54099
4121,陆王 陸王,"{'类型': [' 剧情'], '主演': [' 役所广司 ', ' 山崎贤人 ', ' 竹内凉真 ', ' 上白石萌音 ', ' 风间俊介 ', ' 音尾琢真 ', ' 和田正人 ', ' 佐野岳 ', ' 马场彻 ', ' 吉谷彩子 Ayako Yoshitani ', ' 正司照枝 Terue Shoji ', ' 寺尾聪更多...'], '编剧': ' 八津弘幸 / 池井户润', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 福泽克雄 / 田中健太'}","['日剧', '励志', '日本', '2017', '17秋', '看过的电视剧', '山﨑賢人', '日语标签']",8.5,54100
4122,今天是再见的日子 今日の日はさようなら,"{'类型': [' 剧情'], '主演': [' 大野智 ', ' 深田恭子 ', ' 山田凉介 ', ' 三浦友和 ', ' 岸本加世子 ', ' 米姆拉 ', ' 木村文乃 ', ' 岛田久作 ', ' 县森鱼 ', ' 光石研更多...'], '上映日期': ' 2013-08-24(日本)', '编剧': ' 桥部敦子', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 菅原伸太郎'}","['日剧', 'SP', '温情', '2013', '看过的电视剧', '日语标签', '电影', '励志']",8.2,54101
4123,吉诺密欧与朱丽叶 Gnomeo & Juliet,"{'类型': [' 爱情 ', ' 动画 ', ' 歌舞 ', ' 家庭 ', ' 奇幻 ', ' 冒险'], '主演': [' 詹姆斯·麦卡沃伊 ', ' 艾米莉·布朗特 ', ' 阿什利·詹森 ', ' 迈克尔·凯恩 ', ' 马特·卢卡斯 ', ' 吉姆·库宁斯 ', ' 玛吉·史密斯 ', ' 杰森·斯坦森 ', ' 奥兹·奥斯朋 ', ' 斯戴芬·莫昌特 ', ' 帕特里克·斯图尔特 ', ' 朱丽·沃特斯 ', ' 浩克·霍根 ', ' 凯利·阿斯博瑞 ', ' 理查德·威尔森更多...'], '上映日期': ' 2011-02-11(英国)', '编剧': ' 罗布·斯普拉克林 / 约翰·R·史密斯 / 安迪·赖利 / 凯文·塞西尔 / 凯利·阿斯博瑞 / 史提夫·汉密尔顿·肖 / 马克·伯顿 / 埃米莉·库克 / 凯茜·格林伯格 / 莎士比亚', '语言': [' 英语'], '制片国家/地区': ' 英国 / 美国', '导演': ' 凯利·阿斯博瑞'}","['动画', '英国', '爱情', '喜剧', '2011', 'JamesMcAvoy', '英国动画', '搞笑']",6.9,54102
4124,十二道锋味,"{'制片国家/地区': ' 中国大陆', '类型': [' 真人秀'], '主演': [' 谢霆锋 ', ' 张家辉 ', ' 房祖名 ', ' 赵薇 ', ' 范冰冰 ', ' 林丹 ', ' 谢贤 ', ' 容祖儿 ', ' 蔡卓妍 ', ' 桂纶镁 ', ' 陈妍希 ', ' 杨颖 ', ' 陈奕迅 ', ' 文章 ', ' 周笔畅更多...'], '语言': [' 汉语普通话 ', ' 粤语 ', ' 英语']}","['谢霆锋', '真人秀', '美食', '综艺', '2014', '中国', '纪录片', '综艺节目']",7.0,54103
4125,人生七部曲 The Meaning of Life,"{'类型': [' 喜剧 ', ' 歌舞'], '主演': [' 格雷厄姆·查普曼 ', ' 约翰·克立斯 ', ' 特瑞·吉列姆 ', ' 艾瑞克·爱都 ', ' 特瑞·琼斯'], '上映日期': ' 1983-03-31', '编剧': ' 艾瑞克·爱都 / 格雷厄姆·查普曼', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' 特瑞·琼斯'}","['英国', '喜剧', '荒诞', '英国电影', 'TerryGilliam', '1983', 'Monty_Python', '电影']",8.3,54104
4126,徐谐仁短片“午夜出租车”,"{'类型': [' 短片'], '主演': [' 何强 ', ' 韩超 ', ' 王俊龙'], '上映日期': ' 2014-08-21(中国大陆)', '编剧': ' 徐谐仁', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 徐谐仁'}",['nan'],,54105
4127,冰血暴 第三季 Fargo Season 3,"{'类型': [' 剧情 ', ' 惊悚 ', ' 犯罪'], '主演': [' 伊万·麦克格雷格 ', ' 凯莉·库恩 ', ' 玛丽·伊丽莎白·温斯特德 ', ' 大卫·休里斯 ', ' 吉姆·加菲根 ', ' 斯科特·麦克纳里 ', ' 迈克尔·斯图巴 ', ' 谢伊·惠格姆 ', ' 卡兰·索尼 ', ' 弗雷德·迈拉麦德 ', ' 托马斯·曼 ', ' 哈米什·林克莱特 ', ' 凯特琳·梅德雷克 ', ' 卡伦·瑞安 ', ' 弗朗西斯卡·伊斯特伍德 ', ' 弗兰西丝·费舍更多...'], '编剧': ' 诺亚·霍利 / 马特·沃伯特 / 本·纳蒂维 / 莫妮卡·贝莱茨基 / 罗伯特·德·劳伦蒂斯', '语言': [' 英语 ', ' 德语'], '制片国家/地区': ' 美国', '导演': ' 诺亚·霍利 / 迈克尔·乌彭达尔 / 约翰·卡梅伦 / 迪尔巴拉·沃尔什 / 麦克·巴克 / 基斯·戈登'}","['美剧', '犯罪', '黑色幽默', '悬疑', '美国', '2017', '剧情', 'FX']",8.2,54106
4128,追风筝的人 The Kite Runner,"{'类型': [' 剧情'], '主演': [' 赫立德·阿卜杜拉 ', ' 阿托莎·利奥妮 ', ' 肖恩·托布 '], '上映日期': ' 2007-10(芝加哥电影节) / 2008-01-11(美国)', '编剧': ' 戴维·贝尼奥夫 / 卡勒德·胡赛尼', '语言': [' 英语 ', ' 达里语 ', ' 普什图语 ', ' 乌尔都语 ', ' 俄语'], '制片国家/地区': ' 美国 / 中国大陆', '导演': ' 马克·福斯特'}","['追风筝的人', '阿富汗', '救赎', '美国', '童年', '美国电影', '美丽却残忍', '良心']",8.2,54107
4129,惊情四百年 Dracula,"{'类型': [' 爱情 ', ' 恐怖'], '主演': [' 加里·奥德曼 ', ' 薇诺娜·瑞德 ', ' 安东尼·霍普金斯 ', ' 基努·里维斯 ', ' 理查德·E·格兰特 ', ' 加利·艾尔维斯 ', ' 比利·坎贝尔 ', ' 珊迪·弗罗斯特 ', ' 汤姆·威兹 ', ' 莫妮卡·贝鲁奇更多...'], '上映日期': ' 1992-11-13(美国)', '编剧': ' 詹姆士·V·哈特 / 布莱姆·斯托克', '语言': [' 英语 ', ' 罗马尼亚语 ', ' 希腊语 ', ' 保加利亚语 ', ' 拉丁语'], '制片国家/地区': ' 美国', '导演': ' 弗朗西斯·福特·科波拉'}","['吸血鬼', '爱情', '美国', '惊悚', '经典', '魔幻', '恐怖', '电影']",7.7,54108
4130,宿敌：查尔斯与戴安娜 第二季 Feud: Charles and Diana Season 2,"{'制片国家/地区': ' 美国', '类型': [' 剧情 ', ' 传记 ', ' 历史'], '编剧': ' 乔恩·罗宾·贝茨 / 瑞恩·墨菲', '语言': [' 英语']}","['美剧', 'FX', '传记', '2018', '宿敌', '剧情', '瑞恩·墨菲', '历史']",,54109
4131,家有喜事,"{'类型': [' 剧情 ', ' 喜剧 ', ' 爱情 ', ' 家庭'], '主演': [' 张国荣 ', ' 周星驰 ', ' 张曼玉 ', ' 吴君如 ', ' 黄百鸣 ', ' 陈淑兰 ', ' 毛舜筠 ', ' 李香琴 ', ' 关海山 ', ' 高志森 ', ' 谷德昭 ', ' 李丽珍 ', ' 黄霑 ', ' 黄光亮 ', ' 何佩仪更多...'], '上映日期': ' 1992-01-25(香港)', '编剧': ' 谷德昭 / 蔡婷婷 / 张肇麟 / 杨振耀', '语言': [' 粤语'], '制片国家/地区': ' 香港', '导演': ' 高志森'}","['喜剧', '香港', '搞笑', '1992', '经典', '家庭', '爱情', '中国']",8.1,54110
4132,大脚印,"{'类型': [' 动作 ', ' 家庭 ', ' 冒险'], '主演': [' 萨沙·杰克逊 ', ' 曹操 ', ' 道格拉斯·泰特'], '上映日期': ' 2017-02-10(中国大陆)', '编剧': ' 伊桑・韦利 / 克里斯·瓦拉斯', '语言': [' 英语'], '制片国家/地区': ' 中国大陆 / 美国', '导演': ' 伊桑・韦利'}","['神农架', '野人', '明信片', '友邻', '烂片', '冒险', '马航', '2017']",,54111
4133,跨越8年的新娘 8年越しの花嫁,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 佐藤健 ', ' 土屋太凤 ', ' 北村一辉 ', ' 浜野谦太 ', ' 中村友理 ', ' 堀部圭亮 ', ' 古馆宽治 ', ' 杉本哲太 ', ' 药师丸博子更多...'], '上映日期': ' 2017-12-16(日本)', '编剧': ' 岡田惠和', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 濑濑敬久'}","['佐藤健', '日本电影', '日本', '土屋太凤', '爱情', '2017', '日影', '电影']",,54112
4134,当家姐姐 とと姉ちゃん,"{'类型': [' 剧情'], '主演': [' 高畑充希 ', ' 西岛秀俊 ', ' 木村多江 ', ' 向井理 ', ' 相乐树 ', ' 杉咲花 ', ' 大地真央 ', ' 片冈鹤太郎 ', ' 大野拓朗 ', ' 秋野畅子 ', ' 泷正则 ', ' 平岩纸 ', ' 川荣李奈 ', ' 阿部纯子 ', ' 坂口健太郎 ', ' 片桐入更多...'], '编剧': ' 西田征史', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 大原拓 / 岡田健'}","['日剧', '晨间剧', '高畑充希', '日本', '2016', '坂口健太郎', '西島秀俊', '朝ドラ']",8.3,54113
4135,天才瑞普利 The Talented Mr. Ripley,"{'类型': [' 剧情 ', ' 惊悚 ', ' 犯罪'], '主演': [' 马特·达蒙 ', ' 格温妮斯·帕特洛 ', ' 裘德·洛 ', ' 凯特·布兰切特 ', ' 菲利普·塞默·霍夫曼 ', ' 杰克·达文波特 ', ' 菲利普·贝克·霍尔更多...'], '上映日期': ' 1999-12-25(美国)', '编剧': ' 安东尼·明格拉 / 派翠西亚·海史密斯', '语言': [' 英语 ', ' 意大利语'], '制片国家/地区': ' 美国', '导演': ' 安东尼·明格拉'}","['犯罪', '美国', 'MattDamon', '悬疑', 'JudeLaw', '剧情', '美国电影', '天才雷普利']",8.2,54114
4136,霍去病,"{'类型': [' 剧情 ', ' 古装'], '主演': [' 张若昀 ', ' 毛晓彤 ', ' 白宇 ', ' 于朦胧 ', ' 黄维德 ', ' 李宏毅 ', ' 郑合惠子 ', ' 柴蔚 ', ' 康杰 ', ' 吴承轩 ', ' 任思扬更多...'], '编剧': ' 温豪杰 / 张健', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 张健'}","['张若昀', '历史', '古装', '国产电视剧', '国产剧', '电视剧', '中国', '国剧']",,54115
4137,有毒蜂蜜 Delibal,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 察合台·乌鲁索伊 ', ' 蕾拉·丽迪雅·吐古特鲁 ', ' 哈塞·阿维尼·丹亚尔 ', ' 穆斯塔法·阿芙克兰 ', ' 拉希·锡兰 ', ' 娜赞·克萨尔更多...'], '上映日期': ' 2015-12-25(土耳其)', '编剧': ' 希雅·卡莱姆', '语言': [' 土耳其语'], '制片国家/地区': ' 土耳其', '导演': ' 阿里·比金'}","['爱情', '土耳其', '抑郁症', '人生', '已哭瞎', '伤感', '剧情', '伊斯坦布尔']",7.8,54116
