userid,username,movietag
12323,Let her go,"['科幻', '美国', '2013', '伪纪录片', '吴彦祖', '木卫二', '惊悚', '美国电影']"
12324,hard candy,"['TVB', '港剧', '香港电视剧', '灵异', '喜剧', '奇幻', '魔幻', '香港','日本', '历史', '2015', '剧情', '女权', '喜剧', '爱情', '励志','韩国', '喜剧', '韩国电影', '温情', '马东锡', '温馨搞笑', '2017', '感人']"
12326,拎的清小姐,"['邓超', '国产电视剧', '爱情', '董洁', '青春', '电视剧', '成长', '看过的电视剧','日本', '温情', '家庭', '成长', '2011', '剧情', '儿童', '亲情','谢霆锋', '真人秀', '美食', '综艺', '2014', '中国', '纪录片', '综艺节目']"
12328,晴天小猪,"['美剧', '女性', '爱情', 'HBO', '美国', 'Sex', '欲望都市', '电视剧','英国', '历史', '宫廷', '剧情', '爱情', '传记', '女性', '2008']"
12330,易名N次,"['英国', 'BBC', '女性', 'Ruth_Wilson', '英剧', '爱情', 'StephenPoliakoff', '电影','成濑巳喜男', '日本', '高峰秀子', '日本电影', '1960s', '传记', '林芙美子', '黑白','法国', '马克斯·奥菲尔斯', '传记', '法国电影', 'MaxOphüls', '1950s', '1955', 'Max_Ophuls']"
12332,森林de狂欢,"['同性', '甜茶', '爱情', '意大利', '爱', '锤子', '电影', '2020']"
12333,痂蓝,"['日本电影', '小松菜奈', '漫画改编', '日本', '爱情', '2018', '大泉洋', '東宝','动画', '美国', '童年回忆', '发达国家']"
12336,尔尔,"['台湾电影', '桂纶镁', '张震', '台湾', '戴立忍', '剧情', '停车', '钟孟宏','王菲', '香港', '爱情', '香港电影', '黎明', '大城小事', '叶伟信', '2004']"
12337,抹茶小姐,"['林依晨', '郑元畅', '台湾偶像剧', '恶作剧之吻', '台剧', '爱情', '台湾', '电视剧']"
12339,包子,"['青春', '陈柏霖', '台湾', '五月之恋', '五月天', '台湾电影', '刘亦菲', '爱情','爱情', '彭于晏', '白百何', '青春', '2013', '中国', '中国电影', '国产电影']"
12340,carol_lulu,"['犯罪', '美国', '动作', '剧情', '暴力', '2015', '悬疑', '毒品']"
12341,土肥圆发财羊,"['纪录片', '美食', '日本', '美食纪录片', '日本纪录片', '1980', '中国', '1980s']"
12343,金淑婷,"['TVB', '港剧', '香港', '动作', '功夫', '电视剧', '热血', '2016']"
12347,阿不。,"['恐怖', '惊悚', '英国', '洞穴', '人性', '探险', '英国电影', '恐怖片','惊悚', '美国', '犯罪', '悬疑', '人性', '恐怖', '2014', '美国电影']"
12348,時+Moment,"['爱情', '台剧', '台湾', '滚石', '音乐', '电视剧', '2016', '台劇']"
12350,萌萌蒙蒙DA,"['爱情', '爱尔兰', '成长', '英国', '剧情', '2015', '纽约', '小说改编']"
12351,BiXin,"['星座', '爱情', '上海', '中国大陆', '烂片', '青春', '2014', '大陆','丧尸', '日本', '喜剧', '日本电影', '黑色幽默', '2016', '恐怖', '惊悚']"
12353,心小怒,"['剧情', '人性', '经典', '1991', '女性', '文艺', '中国大陆', '小说改编','英剧', '科幻', '人性', '黑色幽默', '黑镜', '英国', 'Netflix', '2016']"
12354,茶叶,"['美国', '喜剧', '家庭', '亲情', '儿童', '青春', '2010', '温情','苏菲·玛索', '莫妮卡·贝鲁奇', '法国', '法国电影', '悬疑', '剧情', 'SophieMarceau', 'MonicaBellucci']"
12355,莜柚忱,"['古装', '网剧', '小说改编', '电视剧', '喜剧', '爱情', '2017', '艺术，色彩，搞笑']"
12357,叨叨,"['英格玛·伯格曼', '瑞典', '婚姻', '爱情', 'IngmarBergman', '瑞典电影', '伯格曼', '1970s','青春', '大学', '张德托夫', '学生DV', '完美动物', '大陆', 'DV', '中国']"
12358,骁巅萧郎1314,"['西游', '喜剧', '搞笑', '2017', '魔幻', '奇幻', '3D', '华语']"
12359,阿怪、,"['科幻', '机器人', '西班牙', '2014', '剧情', '美国', '电影', '动作','美剧', '无耻之徒', '黑色幽默', '美国', '喜剧', '家庭', 'Shameless', 'Showtime','耽美', '动漫', 'BL', '同性', '韩国', '男同', '动画', '二次元','动画', '美国', '梦工厂', '喜剧', '搞笑', '2014', '萌', '冒险']"
12360,夏晓琪,"['张歆艺', '王栎鑫', '泡芙小姐', '电影', '郭京飞', '袁弘', '2018', '蒋欣']"
12361,Van de Graaff,"['短片', '德国', '人生', '成长', '2016', '剧情', '真人短片', '一生']"
12363,积木,"['刘亚仁', '韩剧', 'tvN', '林秀晶', '韩国', '2017', '看过的电视剧', '高庚杓']"
12365,Emma,"['美剧', 'HBO', 'AmyAdams', '悬疑', '小说改编', '美国', '电视剧', '2017','Drama', '美剧', '行为心理学', '推理', '犯罪', 'TimRoth', '美国', '电视剧','英剧', 'LGBT', 'BBC', '英国', '同性', '2017', '同志', '电视剧']"
12366,moons,"['美剧', 'Netflix', '心理', '女性', '美国', '同性', '2017', '剧情']"
12367,tampopo,"['动作', '战争', '历史', '中国大陆', '革命', '2014', '剧情', '3D']"
12369,Jovi.乔,"['美剧', '医务', '看过的电视剧', '英语标签', '【美剧】', '美国', 'ABC', '2017']"
12371,夏寂,"['JohnnyDepp', '悬疑', '美国', '惊悚', '心理', '约翰尼·德普', '美国电影', '2004']"
12373,甩手青年,"['纪录片', '短片', '赵煦', '2015', '中国', '大陆', '城市化', '獨立','纪录片', '旅行', '青春', '成长', '杨帆', '人生', '90后', '在路上','动画', '日本', '推理', '京都动画', '青春', '校园', '2012', '悬疑','汤浅政明', '动画', '日本动画', '日本', '看过的电视剧', '海马', 'MADHouse', '湯浅政明']"
12374,Bling bling,"['美国', '情色', '爱情', '美国电影', '剧情', 'MaggieGyllenhaal', '2002', 'JamesSpader','美国', '奇幻', '喜剧', '格列佛游记', '美国电影', '名著改编', '2010', 'JackBlack','魔幻', '俄罗斯', '惊悚', '俄罗斯电影', '悬疑', '冒险', '2014', '灵异','科幻', '美国', '穿越', '青春', '冒险', '时光', '2014', '悬疑','情色', '传记', '美国', 'KateWinslet', '鹅毛笔', '美国电影', '剧情', '英国']"
12375,言午栩栩,"['法国', '法国电影', '传记', '阿佳妮', '爱情', '罗丹的情人', '文艺', '女性','纪录片', '香港', '陈果', '西西', '台湾', '他們在島嶼寫作', '2015', '香港电影']"
12376,啦啦啦,"['美国', '青春', '悬疑', '剧情', '成长', '2017', '奇幻', '小说改编','韩国', '短片', '同志', '同性', '韩国电影', '2012', '爱情', '李宋熙日','迪丽热巴', '杨幂', '国产电视剧', '热巴', '张彬彬', '高伟光', '胖迪', '张云龙']"
12377,mengmi,"['喜剧', '美国', '玛丽莲.梦露', '比利·怀尔德', 'BillyWilder', '1959', '美国电影', 'MarilynMonroe']"
12379,玲珑1216,"['古装', '奇幻', '电视剧', '史诗', '魔幻', '中国大陆', '小说改编', '2017']"
12381,刘昊然的心上人,"['科幻', '星球大战', '美国', '动作', 'StarWar', '2016', '冒险', '史诗']"
12384,sevenevermore,"['美国', '纪录片', '911', '演唱会', '美国电影', '摇滚演唱会+MV+纪录片', '2001', '音乐','犯罪', '香港', '警匪', '动作', '银河映像', '2013', '中国', '剧情']"
12385,刘刘刘,"['伦理', '爱情', '澳大利亚', '法国', '剧情', '2013', '文艺', '娜奥米·沃茨']"
12386,158****0900,"['恐怖', '惊悚', '中国恐怖片', '大陆电影', '网络大电影', '悬疑', '中国', '中国电影','爱情', '美国', '喜剧', '美国电影', 'SandraBullock', '桑德拉·布洛克', '二见钟情', '1995']"
12387,爱礼丝,"['纪录片', '哈利波特', '英国', 'BBC', 'HarryPotter', '2017', '纪录', 'HP','法国', '动画短片', '短片', '心理', '动画', '孤独', '人性', '2008']"
12388,非如此不可,"['纪录片', '反腐', '政治', '国产纪录片', '中国', '2016', '大陆', '中国大陆']"
12389,小豆点,"['科幻', '美国', 'Marvel', '复仇者联盟', '超级英雄', '动作', '漫威', '2015','英剧', 'BBC', '僵尸', '丧尸', '英国', '迷你剧', '2013', '科幻']"
12394,soong,"['美国', '恐怖', '惊悚', '阴齿', '美国电影', '心理', 'Teeth', '2007']"
12397,叶皖,"['纪录片', '中国', '经济', '改革开放', '1978-2008', '历史', '记录片', '大陆']"
12398,cht.,"['rap', '韩综', 'Hip-Hop', '综艺', '2017', '韩国', '嘻哈', '真人秀','纪录片', '当代艺术', '中国', '启蒙', 'Documentary', '艺术', '短片&短片辑', '历史&古装']"
12399,彩妮酱,"['文艺', '爱情', '法国', '2016', '剧情', '尺八', '中国大陆', '导演@戴思杰','日本', '日本电影', '真木阳子', '2013', '剧情', '大森立嗣', '真木よう子', '大森南朋']"
12402,无与伦比,"['慈善', '温暖', '感人', '亲情', '国产', '中国大陆', '剧情', '喜剧','爱情', '香港', '2017', '成长', '真实', '剧情', '青春', '感人']"
12404,萨西摩尔*,"['美剧', '政治', '美国', '纸牌屋', '2015', '剧情', '电视剧', 'KevinSpacey']"
12411,小青瓦,"['动画', '法国', '法国动画', '疯狂约会美丽都', '法国电影', '动画片', '2003', '欧洲','nan']"
12413,相葉氏,"['日剧', '日本', '2017', '喜剧', '看过的电视剧', 'SP', '日语标签', '宮藤官九郎']"
12414,潇湘墨,"['美国', '汤姆·克鲁斯', 'TomCruise', '战争', '爱情', '动作', '经典', '美国电影']"
12417,癫。,"['英剧', '黑色幽默', '科幻', '英国', 'BBC', '人性', '2013', '剧情','柯南', '日本', '剧场版', '动画', '2013', '柯南剧场版', '名侦探柯南', '动漫']"
12418,＊🍎🍒🍓🧀🍡🍦,"['动作', '特工', '美国', '2017', '冒险', '犯罪', '飙车', '剧情']"
12420,迅哥儿和猹,"['波兰', '女性', '传记', '波兰爱经', '2017', '文艺', '情色', '历史','美国', '文艺', '迷失东京', '爱情', 'ScarlettJohansson', '日本', '美国电影', '剧情','英国', '文艺', 'ScarlettJohansson', '艺术', '戴珍珠耳环的少女', '爱情', '英国电影', 'ColinFirth','妈妈的朋友', '韩国电影', '色情', '情色', '韩国', '电影', '三级', '爱情']"
12421,咸蛋黄,"['爱情', '美国', '美国电影', '分手信', '文艺', '青春', 'ChanningTatum', '2010','动画', '美国', 'JimCarrey', 'DISNEY', '美国电影', '2009', 'ColinFirth', '3D']"
12424,山山君就是我,"['简奥斯汀', '爱情', '2016', '英国电影', '小说改编', '喜剧', '爱尔兰', '剧情','张一山', '犯罪', '网剧', '国产剧', '电视剧', '悬疑', '警匪', '2016']"
12425,阿星,"['周润发', '赵雅芝', '经典', '电视剧', 'TVB', '港剧', '香港', '上海滩','战争', '人性', '男人戏', '中国', '历史', '军旅', '大陆', '军事','纪录片', '民国', '凤凰大视野', '蒋宋孔家族', '历史', '四大家族', '凤凰卫视', '香港','西部', '犯罪', '美国', '剧情', '公路', '2016', '人性', '家庭']"
12426,inner.,"['uk', '英剧', '喜剧', '英国', 'BBC', '1977', '电视剧', '搞笑','爱情', '美国', '文艺', '忘记那个曾经你爱过的人吧', '清新', '浪漫', '2009', '喜剧','SNL', 'BenedictCumberbatch', '美国', '2016', 'NBC', '喜剧', 'SNL42', '真人秀']"
12428,ExplodedDiper,"['美剧', '喜剧', '美国', '2014', '看过的电视剧', 'ABC', 'KarenGillan', 'JohnCho']"
12429,花花,"['RalphFiennes', '爱情', '英国', '英国电影', '拉尔夫·费因斯', '战争', '历史', '美国','蝴蝶', 'les', '香港', '田原', '同志', '爱情', '同性恋', '香港电影','寺山修司', '日本', '日本电影', '情色', 'cult', '1980s', '三上博史', '1983']"
12430,阿悠哈,"['日本', '日本动画', '动画', '动漫', '空之境界', '坂本真绫', '2013', '铃村健一','动画短片', '台湾', '短片', '亲情', '动画', '2010', '成长', '中国','动画', '日本', '动漫', '浮世绘', '奇幻', '物怪', '化猫', '2007']"
12433,leoleo,"['日剧', '大河剧', '宫崎葵', '瑛太', '堺雅人', '日本', '堀北真希', '玉木宏','西班牙', '剧情', '2010', '人性', '文艺', '人生', '亲情', '美错']"
12435,秋秋,"['喜剧', '美国', '奇幻', '搞笑', '冒险', '魔幻', '2014', '电影']"
12436,苗大石,"['台湾', '台湾电影', '短片集', '短片', '2011', '侯孝贤', '舒淇', '戴立忍','日剧', '医龙', '坂口宪二', '小池徹平', '日本', '北村一辉', '漫画改编', '看过的电视剧']"
12441,羊。,"['爱情', '香港', '经典', '文艺', '怀旧', '浪漫', '1996', '缘分','英国', '爱情', '英国电影', '看得见风景的房间', '古典', '名著', '电影', 'JamesIvory']"
12443,早睡早起不拖閻,"['歌舞', '美国', '歌舞片音乐剧', 'HughJackman', '2017', '传记', '音乐', '剧情','杜琪峰', '香港', '黑帮', '香港电影', '梁家辉', '银河映像', '黑社会', '任达华','喜剧', '伪纪录片', '美国', 'HBO', '讽刺', '2017', '短片', '运动']"
12444,陆小鳂,"['冒险', '美国', '灾难', '人性', '剧情', '小说改编', '2015', '海洋']"
12447,小胖兔,"['动画短片', '加拿大', '短片', '动画', '喜剧', '搞笑', '美少女战士', '2008']"
12448,二狗子,"['日本动画', '美食', '动画', '日本', '2018', '动漫', '百合', 'アニメ','日本', '动画', '搞笑', '动漫', '日本动画', '2014', '喜剧', '校园']"
12449,ミチコ,"['岩井俊二', '纪录片', '日本', '日本电影', '电影制作', '2015', '电影', '庵野秀明','岩井俊二', '纪录片', '日本', '是枝裕和', '电影制作', '长泽雅美', '2016', '日本电影']"
12450,心跳呼吸正常,"['二战', '战争', '人性', '穿条纹衣服的男孩', '剧情', '美国', '英国', '纳粹','种族', '美国', '人性', '剧情', '奥斯卡', '美国电影', '伦理', 'Crash','德国', '人性', '剧情', '德国电影', '东德', '社会主义', '窃听', '2006','法国', '奥黛丽·塔图', '爱情', '法国电影', '经典', '文艺', '喜剧', '欧洲']"
12451,一恕,"['动画', '权力的游戏', 'HBO', '美剧', '美国', '魔幻', '冰与火之歌', '奇幻']"
12453,JaniceZN,"['张嘉译', '国产电视剧', '电视剧', '改革', '下海', '大陆', '刘蓓', '中国','动画', '麦兜', '香港', '香港电影', '动画片', '卡通', '2001', '动漫','美剧', '政治', 'Netflix', '美国', '2017', '剧情', '电视剧', '人性']"
12460,想吃糖炒栗子,"['杜琪峰', '香港', '歌舞', '陈奕迅', '张艾嘉', '汤唯', '2015', '周润发','科幻', '爱情', '美国', '青春', '火星', '2017', '温情', '剧情','美国', '奇幻', '剧情', '2011', '温情', '成长', '奥斯卡', '绘本小说']"
12461,优梨尔,"['韩国', '战争', '韩国电影', '政治', '历史', '实尾岛', '动作', '男人']"
12463,NIA卢西奥,"['英格玛·伯格曼', '瑞典', 'IngmarBergman', '伯格曼', '瑞典电影', 'Ingmar_Bergman', '2003', '2000s']"
12467,米虾,"['经典', '阿尔·帕西诺', '美国', '闻香识女人', '人性', '剧情', '美国电影', 'AlPacino']"
12468,地球超人,"['美剧', '暴力', '血腥', 'Spartacus', '美国', '2010', '动作', '电视剧','婚姻', '爱情', '美国', '家庭', '2017', '婚内出轨', '剧情', '独立电影','美剧', '家庭', '喜剧', '黑色幽默', '美国', 'Showtime', '2011', '电视剧']"
12469,Yim,"['动画', '宫崎吾郎', '日本', '吉卜力', '宫崎骏', '日本动画', '2006', '地海战记','香港', '犯罪', '毒品', '古天乐刘青云', '剧情', '2017', '传记', '动作']"
12470,FADED,"['英剧', '喜剧', '英国', 'BBC', '搞笑', '电视剧', 'UK', 'comedy']"
12471,晓荼,"['美剧', '犯罪', '看过的电视剧', '西部', 'FX', '美国', '英语标签', '电视剧','犬夜叉', '动漫', '高桥留美子', '日本', '动画', '日本动画', '日本动漫', '2000']"
12472,响亮的名号,"['美国', '传记', '阿尔·帕西诺', 'AlPacino', '剧情', '美国电影', '2010', 'HBO','李安', '家庭', '台湾', '台湾电影', '郎雄', '剧情', '推手', '1992']"
12474,欢颜,"['爱情', '美食', '喜剧', '甜', '浪漫', '2017', '搞笑', '中国大陆','香港', '爱情', '文艺', '经典', '1990', '剧情', '孤独', '人生']"
12475,咪小俊,"['侦探', '悬疑', '古装', '网络剧', '国产电视剧', '国产剧', '本格推理', '2017','日剧', '美食', '日本', '温情', '小田切让', '治愈系', '电视剧', '日劇','悬疑', '网剧', '推理', '国产剧', '小说改编', '2017', '奇幻', '电视剧','爱情', '香港', '2017', '喜剧', '情怀', '粤语', '文艺', '港台']"
12476,Lana Del Rey,"['动画', '法国', '水彩风', '温情', '治愈', '2012', '电影', '卡通','奇幻', 'JohnnyDepp', 'HeathLedger', '美国', 'JudeLaw', '美国电影', '2009', 'TerryGilliam','动画', '押井守', '日本', '科幻', '攻壳机动队', '日本动画', '1995', '动漫','纪录片', 'blur', '英国', '音乐', '摇滚', 'britpop', '2010', 'documentary']"
12477,刘莎,"['文艺', '中国', '长镜头', '剧情', '贵州', '2016', '诗', '奇幻','韩国', '同性', '情色', '悬疑', '剧情', '爱情', '2016', '犯罪']"
12478,野生提莫酱,"['纪录片', '2012', '独立电影', '云南', '社会', '香港', '人性', '儿童','韩剧', 'tvN', '韩国', '看过的电视剧', '韩语标签', '温情', '2016', '人性','港剧', '香港', '爱情', '文艺', '粤语', '2017', 'Viutv', '音乐剧']"
12482,夏萌人,"['纪录片', '大陆', '2011', '中国', '直男土老师', '汪徽', '好东西', '亲情']"
12483,开心向上,"['美剧', '神盾局特工', '漫威', '科幻', '美国', '电视剧', '2017', '剧情','美剧', '喜剧', 'HBO', '美国', 'IT', '创业', 'geek', '2017']"
12484,自君别渡,"['印度', '成长', '儿童', '励志', '印度电影', '地球上的星星', 'Aamir', '童年']"
12487,二姑娘的手,"['惊悚', '恐怖', '美国', '犯罪', '悬疑', '2016', '人性', '欧美','悬疑', '美国', '剧情', '失忆', '惊悚', '记忆', '心理', '犯罪']"
12488,热泪盈眶小姐,"['张艺谋', '活着', '葛优', '文革', '中国电影', '巩俐', '剧情', '中国']"
12490,太阳下山,"['古装', '宫斗', '电视剧', '小说改编', '大陆', '中国', '宫廷', '2011']"
12491,比克大魔王,"['恐怖', '香港', '血腥', '惊悚', '2017', '暴力', '灵异', '犯罪','科幻', '汤姆·克鲁斯', '明日边缘', '美国', '动作', '时间悖论', '美国电影', '战争','韩国', '科幻', '2017', '美国', '剧情', '人性', '怪兽', '冒险']"
12492,CHANYOK,"['科幻', '人工智能', '悬疑', '美国', '2015', '英国', '剧情', '惊悚','悬疑', '美国', '犯罪', '剧情', '龙纹身的女孩', '北欧', '2011', '惊悚','悬疑', '朴赞郁', '美国', '惊悚', '2013', 'NicoleKidman', '剧情', '美国电影']"
12494,crystal3060,"['名著改编', 'RalphFiennes', '英国', '爱情', 'JulietteBinoche', '英国电影', '经典', '茱丽叶·比诺什']"
12497,似穹月,"['美国', '2016', '悬疑', '烂片', 'cult', '美国电影', '喜剧', '黑色','纪录片', '美国', '轮回', '2011', '美国电影', 'D罗恩·弗里克', 'Documentary', '宗教']"
12498,mimi,"['纪录片', '时尚', 'YSL', '法国', 'Fashion', '法国电影', '圣罗兰', '传记','纪录片', 'BBC', '艺术', '英国', '艺术的力量', '美术', 'Documentary', 'Simon_Schama']"
12499,乐米儿,"['动画短片', '动画', '短片', '澳大利亚', '奥斯卡', '2010', '陈志勇', '英国','动画', '日本', '动漫', '历史', '奇幻', '经典', '成长', '励志','动画', '日本动画', '日本', '细田守', '动漫', '夏日战争', '2009', '神木隆之介','法国', '动画', '动画短片', '昆虫', '短片', '法国动画', 'Minuscule', '法国电影','英剧', '喜剧', '英国', '电视剧', '黑色幽默', 'UK', '1999', 'TV']"
12500,louploup,"['音乐', '美国', '教育', '温情', '美国电影', '心灵', '爱', '1995']"
12502,一粒圆豆,"['纪录片', 'BBC', '自然', '英国', '美丽', '大陆', '2008', '经典','纪录片', '昆曲', '戏曲', '中国', '艺术', '昆曲六百年', '经典', '戲曲']"
12504,mushroom,"['治愈系', '夏目友人帳', '动画', '日本动画', '日本', '动漫', '绿川幸', '神谷浩史','台剧', '电视剧', '爱情', '大陆电视剧', '中国大陆', '大陆', '國產劇', '美男','治愈系', '日本动画', '日本', '动漫', '动画', '温情', '2012', '温暖']"
12506,旺角師姐,"['美剧', 'HBO', '喜剧', '硅谷', '创业', 'IT', '2018', '美国']"
12509,ö,"['美国', 'ChloeMoretz', '剧情', 'BlakeLively', '青春', '科洛·莫瑞兹', '美国电影', 'EddieRedmayne']"
12511,kellychl,"['美食', '纪录片', 'Netflix', '美国', '美剧', '2017', '纪录', '食物','纪录片', '美食', '法国', 'Netflix', '美国', '料理', '2016', '食尚主义']"
12512,岳洋。,"['Stand-Up', '美国', '喜剧', 'Netflix', '脱口秀', '2017', '单口', 'stand-up','法国', '2017', '迈克尔·哈内克', '剧情', 'MichaelHaneke', '于佩尔', '奥地利', 'IsabelleHuppert','日剧', '山下智久', '龟梨和也', '堀北真希', '青春', '野猪大改造', '校园', '日本']"
12513,钟逸伦Dylan,"['盗墓', '冒险', '小说改编', '2016', '中国', '悬疑', '奇幻', '剧情','喜剧', '沈腾马丽', '黑色幽默', '开心麻花', '中国', '国产电影', '2015', '搞笑']"
12514,德州小农民,"['吸血鬼', '爱情', '美国', '惊悚', '经典', '魔幻', '恐怖', '电影']"
12517,苏惜茶,"['日本', '爱情', '青春', '文艺', '小说改编', '2010', '成长', '人性']"
12518,黄哥儿_,"['意大利', '经典', '二战', '亲情', '战争', '温情', '爱情', '人性']"
12522,passwordtrauma,"['动画', '美国', '梦幻', '2001', '哲学', '奇幻', '剧情', '人生','纪录片', '宗教', '美国', '宗教的荒谬', '2008', 'Documentary', '美国电影', 'Religulous']"
12523,西溪的晴雨,"['法国', '家庭', '温情', '喜剧', '法国电影', '成长', '音乐', '2014']"
12524,绿子,"['美国', '家庭', '剧情', '2014', '青春', '美国电影', '电影', 'AdamSandler','法国', '喜剧', '2017', 'GuillaumeCanet', 'MarionCotillard', '法国电影', 'Marion·Cotillard', '玛丽昂']"
12526,口可口可是可乐,"['美剧', '喜剧', '情景喜剧', '同志', '美国', 'Gay', '电视剧', 'sitcom']"
12528,♡,"['青春', '美国', '美人鱼', '喜剧', '爱情', '美国电影', '魔幻', '2006','综艺', '真人秀', '余文乐', '陈柏霖', '宋智孝', '周冬雨', '2016', '爱情']"
12531,chelsea,"['日本', '新垣结衣', '青春', '日本电影', '新垣結衣', '2015', '日影', '音乐','德国', '犯罪', '一镜到底', '剧情', '2015', '文艺', '长镜头', '爱情']"
12533,小永远,"['动画', '喜剧', '美国', '搞笑', '梦工厂', '小宝宝', '家庭', '2017','科幻', '威尔·史密斯', '美国', 'WillSmith', '美国电影', '我是传奇', '2007', '科幻片']"
12534,Brownie,"['日剧', '山下智久', '长泽雅美', '爱情', '求婚大作战', '日本', '藤木直人', '長澤まさみ']"
12535,katxrina,"['法斯宾德', '德国', '德国电影', 'RainerWernerFassbinder', '赖纳·维尔纳·法斯宾德', 'Rainer_Werner_Fassbinder', '1980s', '1981','科幻', '美国', 'X战警', '动作', '漫画改编', '美国电影', '2000', '电影']"
12536,daisy,"['黑色幽默', '美国', '喜剧', '文艺', '剧情', '2014', '人性', '经典','DC', '美国', '漫画改编', '超级英雄', '科幻', '动作', '犯罪', '2016']"
12538,骄阳似我xcy,"['张鲁一', '国产剧', '电视剧', '优质剧', '邓伦', '中国', '張魯一', '江铠同','青春', '校园', '安悦溪', '电视剧', '国产电视剧', '小说改编', '爱情', '陈若轩','赵丽颖', '西游记', '奇幻魔幻', '电影', '华语电影', '中国', '魔幻', '中国电影']"
12540,哈库拉玛塔塔,"['悬疑', '犯罪', '七宗罪', '美国', '大卫·芬奇', '宗教', '惊悚', '经典','美国', '黑色', '经典', '剧情', '黑帮', '黑色幽默', '犯罪', '1994','日剧', '日本', '亲情', '温情', '感人', '人性', '2010', '女性','亲情', '文艺', '中国', '温情', '成长', '感人', '2010', '女性','法国', '音乐', '成长', '经典', '教育', '剧情', '温情', '励志']"
12542,胖大海在漂浮,"['动画', '梦想', '美国', '冒险', 'pixar', '爱情', 'Disney', '3D','法国', '人性', '纪实', '人类', '2015', '纪录', '佳片', '人生']"
12543,Gia,"['火影忍者', '动漫', '日本', '动画', '日本动画', 'Naruto', '疾风伝', '看过的电视剧']"
12545,临时起意,"['法国', '黑色幽默', '喜剧', '法国电影', '女权', '搞笑', '2014', '女性']"
12548,NIKI,"['托尼贾', '动作', '动作片', '伊科乌艾斯', '斯科特阿金斯', '电影', '美国', '陈虎']"
12550,蔡,"['韩剧', '韩国', '短片', '爱情', '网络剧', '看完好想谈恋爱', '网剧', '2015','三浦春马', '佐藤健', '日本', '纪录片', '日本电影', '2011', '青春', '记录片&综艺节目','纪录片', '猫', '日本', '猫咪物语', '日本电影', '长泽雅美', '动物', '2012','黑色幽默', '喜剧', '黑色喜剧', '悬疑', '中国大陆', '犯罪', '2017', '剧情']"
12552,喵小姐,"['喜剧', '怀旧', '文艺', '温情', '青春', '成长', '中国大陆', '2017']"
12554,JF万眺,"['法国', '新浪潮', '特吕弗', '法国电影', '青春', '经典', 'FrançoisTruffaut', '1959']"
12555,KoalaK,"['美剧', '喜剧', '美国', '科幻', '电视剧', '黑色幽默', '看过的电视剧', '2015','英剧', '喜剧', 'BBC', '英国', 'HBO', '搞笑', '美剧', '无厘头']"
12556,小提琴,"['希区柯克', '悬疑', '英国', 'AlfredHitchcock', '经典', '美国', '1935', '三十九级台阶','希区柯克', '惊悚', '美国', '悬疑', 'AlfredHitchcock', '美国电影', '经典', '1963','德国', '吸血鬼', '默片', '恐怖', 'F.W.Murnau', '惊悚', '茂瑙', '德国电影','法国', '惊悚', '波兰斯基', '罗曼·波兰斯基', 'RomanPolanski', '法国电影', '1976', '恐怖','小林正树', '日本', '战争', '日本电影', '仲代达矢', '人性', '1960s', '高峰秀子']"
12557,澄静天空,"['纪录片', '苍井优', '日本', '情热大陆', '蒼井優', '情熱大陸', '2006', '综艺','吴宇森', '梁朝伟', '香港', '张学友', '香港电影', '动作', '黑帮', '李子雄','长泽雅美', '高桥一生', '日本', '日本电影', '高橋一生', '長澤まさみ', '2018', '日影','新垣结衣', '新垣結衣', '瑛太', '日本', '日本电影', '广末凉子', '2017', '日剧']"
12559,Mary,"['纪录片', '艺术', '历史', '文明', '高晓松', '知识', '中国', '大陆']"
12560,吃饭睡觉打怪兽,"['韩国', '犯罪', '人性', '悬疑', '河正宇', '韩国电影', '剧情', '2013']"
12561,紫月忧蓝,"['悬疑', '推理', '小说改编', '犯罪', '国产', '2017', '中国大陆', '剧情','狼人杀', '真人秀', '综艺', '桌游', '中国大陆', '推理', '2017', '网综']"
12562,死丢皮少女p,"['日剧', '2018', '日本', '18冬', 'TBS', '电视剧', '悬疑', '法医','日剧', '女装大佬', '日本', '2018', 'LGBT', '电视剧', '18冬', '爱情','电锯惊魂', '惊悚', '恐怖', '血腥', '美国', '悬疑', '犯罪', '经典']"
12563,跳鱼,"['科幻', '悬疑', '惊悚', '美国', '灾难', '2016', '恐怖', '剧情','同性', '爱情', '美国', '经典', '感人', '剧情', '人生', '2005','纪录片', '艺术', '艺术家', '传记', '人物', '美国', '2016', 'Netflix']"
12565,昕小喜乐,"['英国', '喜剧', '温情', '印度', '人生', '旅行', '2012', '剧情','英国', '同志', '宗教', '英国电影', '同性', 'Gay', '神父同志', '电影','美国', '青春', '成长', 'ScarlettJohansson', '美国电影', '2001', '电影', 'Terry_Zwigoff']"
12569,红浆果果子,"['韩剧', '搞笑一家人', '家庭喜剧', '喜剧', '韩国', '搞笑', '情景喜剧', '经典','亲情', '儿童', '2013', '剧情', '中国大陆', '家庭', '文艺', '内地','留守儿童', '电影', '小人物', '中国', '一定要看', '职业信仰', '坚守', '纪录片']"
12571,比你小透明,"['真人秀', '综艺', '湖南卫视', '旅行', '自然', '温情', '温暖', '2017']"
12575,白锦堂,"['动画', '英国', '温情', '英国动画', '经典', '家庭', '英国电影', '1976']"
12576,裟椤,"['科幻', '惊悚', '外星生物', '美国', '太空', '恐怖', '2017', '星际']"
